demam,gangguan pendengaran,nyeri bagian telinga,rasa penuh di bagian dalam telinga,riwayat hidung berair sebelumnya;otitis media efusi,otitis media supuratif kronik;otitis media efusi;0.59092
bercak kecil berwarna putih keabu-abuan di mulut dan tenggorokan,mata berair,mata merah,sensitif terhadap cahaya;campak,konjungtivitis/mata merah;keratitis akut;0.38752
demam tinggi di malam hari,diare,mual,muntah,nyeri otot;demam berdarah dengue,demam tifoid;demam tifoid;0.41109
batuk,bersin-bersin,demam,kelelahan,sakit tenggorokan;infeksi saluran napas akut,tonsilitis/amandel;faringitis;0.54389
bintik-bintik pada amandel,demam,sakit kepala,sakit saat menelan;diare akut,tonsilitis/amandel;tonsilitis/amandel;0.40457
mual,muntah,sakit kepala sebagian kiri atau kanan,sensitif terhadap cahaya;demam berdarah dengue,migrain;migrain;0.52839
bersin-bersin,kehilangan nafsu makan,kelelahan,sensitif terhadap cahaya;anemia,campak;campak;0.30427
kehilangan nafsu makan,kelelahan,lemas,sesak napas;anemia,campak;anemia;0.48348
kencing lebih sering pada malam hari,lemas,mudah lapar,penglihatan kabur;diabetes melitus,hipertensi;diabetes melitus;0.46296
kembung,mual,mudah merasa kenyang setelah makan makanan berukuran normal,muntah;maag,demam tifoid;maag;0.4192
bercak merah dan tidak gatal pada kulit,lemas,mual,muntah;demam berdarah dengue,hepatitis A;demam berdarah dengue;0.35882
detak jantung tak teratur,kehilangan nafsu makan,kelelahan,pusing;anemia,demam tifoid;anemia;0.41174
lemas,mual,muntah,nyeri otot,sakit kepala;demam berdarah dengue,demam tifoid;demam berdarah dengue;0.35576
kelelahan,mual,muntah,pusing;penyakit jantung koroner,diare akut;penyakit jantung koroner;0.31699
batuk,demam,hidung tersumbat,tercium bau tidak sedap jika menunduk;rinosinusitis,tonsilitis/amandel;rinosinusitis;0.45029
bersin-bersin,hidung berair,hidung tersumbat,kelelahan,paru-paru terhambat;rintis alergi,infeksi saluran napas akut;infeksi saluran napas akut;0.44321
kelelahan,mual,muntah,nyeri dada kiri luas dan tiba-tiba;demam berdarah dengue,penyakit jantung koroner;penyakit jantung koroner;0.41944
iritasi pada mata,mata berair,penglihatan berkurang,sensitif terhadap cahaya;campak,keratitis akut;keratitis akut;0.48941
batuk,demam,pembengkakan kelenjar getah bening di leher,sakit kepala,sakit tenggorokan;infeksi saluran napas akut,tonsilitis/amandel;faringitis;0.54389
batuk,demam,keluar lendir dari hidung,tercium bau tidak sedap jika menunduk;rinosinusitis,tonsilitis/amandel;rinosinusitis;0.45029
batuk,demam,hidung berair,hidung tersumbat,kelelahan;rinosinusitis,infeksi saluran napas akut;infeksi saluran napas akut;0.5193
bersin-bersin,demam tinggi,kelelahan,ruam berwarna merah kecoklatan yang diawali dari sekitar telinga;campak,infeksi saluran napas akut;campak;0.45029
bersin-bersin,mata berair,mata merah,sensitif terhadap cahaya;campak,konjungtivitis/mata merah;keratitis akut;0.38752
kehilangan nafsu makan,kram perut,mual,muntah,sakit kepala;demam berdarah dengue,diare akut;diare akut;0.35225
bercak merah dan tidak gatal pada kulit,mual,muntah,nyeri otot,sakit kepala;demam berdarah dengue,demam tifoid;demam berdarah dengue;0.40019
diare,kembung,sakit perut,sembelit;demam tifoid,irritable bowel syndrome;irritable bowel syndrome;0.5312
bersin-bersin,hidung berair,hidung gatal,hidung tersumbat,mata bengkak;rintis alergi,infeksi saluran napas akut;rintis alergi;0.44108
mual,muntah,nyeri otot,pusing;maag,demam tifoid;maag;0.26885
batuk,demam,hidung tersumbat,kelelahan,sakit tenggorokan;rinosinusitis,infeksi saluran napas akut;faringitis;0.54389
kehilangan nafsu makan,mual,muntah,nyeri kepala;maag,demam tifoid;hepatitis A;0.37434
demam tinggi di malam hari,kehilangan nafsu makan,mual,muntah,nyeri kepala,pusing,sembelit;hepatitis A,demam tifoid;demam tifoid;0.48858
demam,feses encer,kehilangan nafsu makan,mual,muntah;demam tifoid,diare akut;hepatitis A;0.45595
bersin-bersin,hidung berair,hidung tersumbat,mata berair,mata gatal;rintis alergi,infeksi saluran napas akut;rintis alergi;0.40502
demam tinggi,mata berair,mata merah,sensitif terhadap cahaya;campak,keratitis akut;campak;0.40631
kehilangan nafsu makan,mual,muntah,nyeri kepala;demam berdarah dengue,hepatitis A;hepatitis A;0.37434
kehilangan nafsu makan,kelelahan,ruam berwarna merah kecoklatan yang diawali dari sekitar telinga,sensitif terhadap cahaya;campak,hepatitis A;campak;0.3321
dehidrasi,kehilangan nafsu makan,kram perut,mual,muntah;demam tifoid,diare akut;diare akut;0.38824
demam tinggi di malam hari,kehilangan nafsu makan,mual,muntah;maag,demam tifoid;demam tifoid;0.32186
adanya kotoran mata di pagi hari,mata berair,mata merah,riwayat kontak positif konjungtivitis;campak,konjungtivitis/mata merah;konjungtivitis/mata merah;0.55125
lemas,mudah lapar,penglihatan kabur,penurunan berat badan;diabetes melitus,hipertensi;diabetes melitus;0.46296
demam,hidung tersumbat,kelelahan,sakit tenggorokan;hepatitis A,infeksi saluran napas akut;faringitis;0.4195
bercak merah dan tidak gatal pada kulit,demam tinggi,mual,muntah,sakit kepala;maag,demam berdarah dengue;demam berdarah dengue;0.46224
bersin-bersin,kelelahan,mata berair,sensitif terhadap cahaya;campak,keratitis akut;keratitis akut;0.38752
buang air besar lebih dari 2 kali sehari,demam,mual,muntah;penyakit jantung koroner,diare akut;diare akut;0.36921
mata berair,mata merah,ruam berwarna merah kecoklatan yang diawali dari sekitar telinga,sensitif terhadap cahaya;campak,keratitis akut;keratitis akut;0.38752
demam tinggi di malam hari,diare,mual,muntah,pusing;penyakit jantung koroner,demam tifoid;demam tifoid;0.41109
dehidrasi,demam,feses encer,sakit kepala;diare akut,tonsilitis/amandel;diare akut;0.40425
demam tinggi,demam turun pada hari keempat tanpa obat,mual,muntah;demam berdarah dengue,hepatitis A;demam berdarah dengue;0.44644
demam tinggi di malam hari,kehilangan nafsu makan,pusing,sembelit;anemia,demam tifoid;demam tifoid;0.32314
mual,muntah,perih di ulu hati,sakit kepala;maag,migrain;maag;0.41106
dehidrasi,feses encer,mual,muntah;penyakit jantung koroner,diare akut;diare akut;0.36921
kelelahan,mual,muntah,pusing;demam berdarah dengue,hepatitis A;penyakit jantung koroner;0.31699
mual,muntah,rasa asam di mulut,sakit kepala;maag,hepatitis A;maag;0.35116
demam,kram perut,mual,muntah;migrain,diare akut;hepatitis A;0.35232
kehilangan nafsu makan,lidah tertutup selaput putih kotor,mual,muntah,pusing;penyakit jantung koroner,demam tifoid;hepatitis A;0.37434
mual,muntah,nyeri otot,pusing;migrain,demam tifoid;maag;0.26885
batuk,demam,nyeri wajah,tidak bisa atau kurang bisa mencium bau;rinosinusitis,tonsilitis/amandel;rinosinusitis;0.4283
mual,muntah,riwayat kolesterol tinggi / kencing manis,sesak napas;demam berdarah dengue,penyakit jantung koroner;penyakit jantung koroner;0.47749
batuk,demam,pembengkakan kelenjar getah bening di leher,sakit kepala,sakit tenggorokan;faringitis,tonsilitis/amandel;faringitis;0.54389
bersin-bersin,hidung gatal,mata berair,mata gatal;campak,rintis alergi;rintis alergi;0.40502
bersin-bersin,hidung berair,hidung tersumbat,kelelahan,sakit tenggorokan;rintis alergi,infeksi saluran napas akut;infeksi saluran napas akut;0.44321
bersendawa,kembung,mual,muntah;maag,penyakit jantung koroner;maag;0.4192
mual,muntah,perih di ulu hati,rasa asam di mulut;maag,demam tifoid;maag;0.41106
diare,mual,muntah,pusing;migrain,demam tifoid;demam tifoid;0.32186
detak jantung tak teratur,kehilangan nafsu makan,pusing,sesak napas;anemia,demam tifoid;anemia;0.3109
mual,muntah,perih di ulu hati,rasa asam di mulut,sakit kepala;maag,diare akut;maag;0.4452
bercak merah dan tidak gatal pada kulit,mual,muntah,nyeri otot,nyeri untuk melirik;demam berdarah dengue,demam tifoid;demam berdarah dengue;0.44155
demam,kehilangan nafsu makan,kelelahan,kulit kekuningan;campak,hepatitis A;hepatitis A;0.50541
diare,kehilangan nafsu makan,mual,pusing;anemia,demam tifoid;hepatitis A;0.31994
bersin-bersin,kehilangan nafsu makan,kelelahan,sensitif terhadap cahaya;campak,infeksi saluran napas akut;campak;0.30427
bersin-bersin,hidung tersumbat,kelelahan,tubuh terasa sakit;campak,infeksi saluran napas akut;infeksi saluran napas akut;0.33614
demam,kelelahan,mual,muntah;hepatitis A,infeksi saluran napas akut;hepatitis A;0.40413
bersin-bersin,kehilangan nafsu makan,mata berair,sensitif terhadap cahaya;campak,rintis alergi;keratitis akut;0.38752
demam,kelelahan,mual,pusing;hepatitis A,infeksi saluran napas akut;hepatitis A;0.40413
kelelahan,kulit kekuningan,mual,muntah;demam berdarah dengue,hepatitis A;hepatitis A;0.40413
buang air besar lebih dari 2 kali sehari,demam,kehilangan nafsu makan,sakit kepala;diare akut,tonsilitis/amandel;diare akut;0.36921
bersin-bersin,hidung berair,mata berair,mata gatal;konjungtivitis/mata merah,rintis alergi;rintis alergi;0.40502
batuk,demam,nyeri wajah,tercium bau tidak sedap jika menunduk;rinosinusitis,tonsilitis/amandel;rinosinusitis;0.45029
buang air besar lebih dari 2 kali sehari,kehilangan nafsu makan,mual,muntah,sakit kepala;demam berdarah dengue,diare akut;diare akut;0.37816
demam,kehilangan nafsu makan,kulit kekuningan,nyeri kepala;varisela / cacar air,hepatitis A;hepatitis A;0.50541
batuk,demam,kelelahan,paru-paru terhambat,sakit tenggorokan;faringitis,infeksi saluran napas akut;faringitis;0.54389
hidung berair,hidung tersumbat,mata berair,mata gatal;konjungtivitis/mata merah,rintis alergi;konjungtivitis/mata merah;0.35371
demam,kehilangan nafsu makan,mual,muntah,sakit kepala;demam tifoid,diare akut;hepatitis A;0.45595
batuk,bintik-bintik pada amandel,demam,sakit saat menelan,sakit tenggorokan;faringitis,tonsilitis/amandel;faringitis;0.54389
buang air besar lebih dari 2 kali sehari,dehidrasi,mual,muntah;penyakit jantung koroner,diare akut;diare akut;0.36921
dipengaruhi oleh siklus menstruasi atau makanan tertentu (kopi,mual,muntah,sensitif terhadap suara;maag,migrain;migrain;0.47599
mual,mudah merasa kenyang setelah makan makanan berukuran normal,muntah,riwayat makan tidak teratur/makan pedas/asam;maag,demam tifoid;maag;0.42872
bersin-bersin,demam,kelelahan,paru-paru terhambat;campak,infeksi saluran napas akut;infeksi saluran napas akut;0.36073
demam,mual,muntah,nyeri kepala;varisela / cacar air,hepatitis A;hepatitis A;0.40413
debu),dipengaruhi oleh makanan / keadaan tertentu (dingin,hidung berair,mata berair,mata gatal;konjungtivitis/mata merah,rintis alergi;rintis alergi;0.40502
dehidrasi,demam,mual,muntah,sakit kepala;maag,diare akut;diare akut;0.376
kehilangan nafsu makan,kembung,kram perut,tinja keras;konstipasi/sembelit,diare akut;konstipasi/sembelit;0.37933
diare,kehilangan nafsu makan,mual,muntah,nyeri otot;demam tifoid,diare akut;demam tifoid;0.35755
bersin-bersin,debu),dipengaruhi oleh makanan / keadaan tertentu (dingin,hidung tersumbat,mata berair;campak,rintis alergi;rintis alergi;0.44468
mual,muntah,perih di ulu hati,riwayat makan tidak teratur/makan pedas/asam;maag,hepatitis A;maag;0.45636
kembung,mual,mudah merasa kenyang setelah makan makanan berukuran normal,muntah;maag,penyakit jantung koroner;maag;0.4192
bercak merah dan tidak gatal pada kulit,mual,muntah,sakit kepala;demam berdarah dengue,penyakit jantung koroner;demam berdarah dengue;0.35882
diare,mual,muntah,nyeri otot,pusing;penyakit jantung koroner,demam tifoid;demam tifoid;0.35755
demam,kulit kekuningan,mual,nyeri kepala;varisela / cacar air,hepatitis A;hepatitis A;0.48186
bercak kecil berwarna putih keabu-abuan di mulut dan tenggorokan,mata berair,mata merah,ruam berwarna merah kecoklatan yang diawali dari sekitar telinga;campak,konjungtivitis/mata merah;campak;0.28263
demam,feses encer,mual,muntah;migrain,diare akut;diare akut;0.36921
bersin-bersin,debu),dipengaruhi oleh makanan / keadaan tertentu (dingin,hidung berair,hidung tersumbat,mata bengkak;rintis alergi,infeksi saluran napas akut;rintis alergi;0.47834
demam tinggi,mual,muntah,nyeri otot,sakit kepala;demam berdarah dengue,diare akut;demam berdarah dengue;0.4224
buang air besar lebih dari 2 kali sehari,feses encer,mual,muntah,sakit kepala;demam berdarah dengue,diare akut;diare akut;0.44726
kehilangan nafsu makan,lidah tertutup selaput putih kotor,mual,muntah,nyeri kepala;demam tifoid,diare akut;demam tifoid;0.41109
kehilangan nafsu makan,mual,muntah,pusing,sembelit;penyakit jantung koroner,demam tifoid;hepatitis A;0.37434
demam tinggi di malam hari,mual,muntah,nyeri otot,pusing;penyakit jantung koroner,demam tifoid;demam tifoid;0.35755
kehilangan nafsu makan,kelelahan,kulit pucat,pusing;anemia,campak;anemia;0.49783
bersendawa,mual,mudah merasa kenyang setelah makan makanan berukuran normal,muntah,sakit kepala;maag,demam berdarah dengue;maag;0.4439
demam,kehilangan nafsu makan,kelelahan,kulit kekuningan,pusing;anemia,hepatitis A;hepatitis A;0.54498
demam tinggi di malam hari,kehilangan nafsu makan,muntah,pusing;anemia,demam tifoid;demam tifoid;0.29237
kehilangan nafsu makan,nyeri otot,pusing,sembelit;anemia,demam tifoid;demam tifoid;0.26161
kelelahan,mual,muntah,sesak napas;demam berdarah dengue,penyakit jantung koroner;penyakit jantung koroner;0.38529
demam tinggi,mual,muntah,nyeri untuk melirik;demam berdarah dengue,hepatitis A;demam berdarah dengue;0.42515
mual,muntah,nyeri kepala,pusing;migrain,demam tifoid;maag;0.31124
kelelahan,mata berair,ruam berwarna merah kecoklatan yang diawali dari sekitar telinga,sensitif terhadap cahaya;campak,keratitis akut;keratitis akut;0.38752
feses encer,kehilangan nafsu makan,kram perut,sakit kepala;konstipasi/sembelit,diare akut;diare akut;0.38158
buang air besar lebih dari 2 kali sehari,demam,kehilangan nafsu makan,mual,muntah,sakit kepala;hepatitis A,diare akut;hepatitis A;0.45595
demam,kelelahan,muntah,nyeri kepala;varisela / cacar air,hepatitis A;hepatitis A;0.37705
kelelahan,mual,muntah,pusing;maag,hepatitis A;penyakit jantung koroner;0.31699
mual,mudah merasa kenyang setelah makan makanan berukuran normal,muntah,perih di ulu hati;maag,demam tifoid;maag;0.43824
demam turun pada hari keempat tanpa obat,lemas,mual,muntah,sakit kepala;demam berdarah dengue,diare akut;demam berdarah dengue;0.4224
detak jantung tak teratur,lemas,penglihatan kabur,sakit kepala belakang;diabetes melitus,hipertensi;hipertensi;0.4653
mual,muntah,sakit kepala sebagian kiri atau kanan,sensitif terhadap suara;demam berdarah dengue,migrain;migrain;0.52839
kehilangan nafsu makan,mual,muntah,sakit kepala;penyakit jantung koroner,diare akut;hepatitis A;0.31994
demam tinggi di malam hari,diare,kehilangan nafsu makan,mual,muntah;demam tifoid,diare akut;demam tifoid;0.41109
demam,kelelahan,muntah,nyeri kepala;hepatitis A,infeksi saluran napas akut;hepatitis A;0.37705
feses encer,kehilangan nafsu makan,mual,muntah,sakit kepala;demam tifoid,diare akut;diare akut;0.37816
dipengaruhi oleh siklus menstruasi atau makanan tertentu (kopi,mual,muntah,sensitif terhadap cahaya;migrain,penyakit jantung koroner;migrain;0.47599
dehidrasi,kram perut,mual,muntah;migrain,diare akut;diare akut;0.34292
dehidrasi,feses encer,kehilangan nafsu makan,kram perut;konstipasi/sembelit,diare akut;diare akut;0.41593
buang air besar lebih dari 2 kali sehari,kehilangan nafsu makan,mual,muntah;migrain,diare akut;diare akut;0.3321
demam tinggi di malam hari,diare,mual,muntah;migrain,demam tifoid;demam tifoid;0.37837
kelelahan,muntah,pusing,riwayat kolesterol tinggi / kencing manis,sesak napas;anemia,penyakit jantung koroner;penyakit jantung koroner;0.525
demam,kehilangan nafsu makan,kelelahan,muntah,pusing;anemia,hepatitis A;hepatitis A;0.47672
demam tinggi di malam hari,kehilangan nafsu makan,lidah tertutup selaput putih kotor,pusing;anemia,demam tifoid;demam tifoid;0.32314
bercak kecil berwarna putih keabu-abuan di mulut dan tenggorokan,bersin-bersin,kelelahan,sensitif terhadap cahaya;campak,infeksi saluran napas akut;campak;0.30427
demam tinggi,lemas,mual,muntah,sakit kepala;maag,demam berdarah dengue;demam berdarah dengue;0.4224
demam turun pada hari keempat tanpa obat,mual,muntah,nyeri otot;demam berdarah dengue,hepatitis A;demam berdarah dengue;0.38257
demam,kehilangan nafsu makan,kelelahan,nyeri kepala;campak,hepatitis A;hepatitis A;0.43122
adanya tekanan atau stress,diare,kram perut,sembelit;demam tifoid,irritable bowel syndrome;irritable bowel syndrome;0.58054
buang air besar lebih dari 2 kali sehari,feses encer,mual,muntah;migrain,diare akut;diare akut;0.40631
demam,kelelahan,kulit kekuningan,pusing;hepatitis A,infeksi saluran napas akut;hepatitis A;0.4583
mual,muntah,pusing,sesak napas;demam berdarah dengue,penyakit jantung koroner;penyakit jantung koroner;0.38529
dehidrasi,demam,kehilangan nafsu makan,kram perut,mual,muntah;hepatitis A,diare akut;diare akut;0.46207
demam,pembengkakan kelenjar getah bening di leher,sakit kepala,sakit tenggorokan;diare akut,tonsilitis/amandel;tonsilitis/amandel;0.42747
diare,lidah tertutup selaput putih kotor,mual,sembelit;demam tifoid,irritable bowel syndrome;demam tifoid;0.4054
mual,muntah,pusing,riwayat kolesterol tinggi / kencing manis;demam berdarah dengue,penyakit jantung koroner;penyakit jantung koroner;0.41944
detak jantung tak teratur,kelelahan,lemas,pusing,sesak napas;anemia,hipertensi;anemia;0.52939
kehilangan nafsu makan,mual,muntah,nyeri kepala,nyeri otot;demam tifoid,diare akut;hepatitis A;0.37434
kehilangan nafsu makan,kram perut,mengeden saat buang air besar,sakit perut;konstipasi/sembelit,diare akut;konstipasi/sembelit;0.42518
diare,kehilangan nafsu makan,nyeri kepala,sembelit;demam tifoid,irritable bowel syndrome;irritable bowel syndrome;0.40289
bercak merah dan tidak gatal pada kulit,mual,muntah,nyeri otot;demam berdarah dengue,migrain;demam berdarah dengue;0.35882
kelelahan,mual,muntah,nyeri dada kiri luas dan tiba-tiba;penyakit jantung koroner,diare akut;penyakit jantung koroner;0.41944
batuk,demam,paru-paru terhambat,sakit tenggorokan,tubuh terasa sakit;infeksi saluran napas akut,tonsilitis/amandel;faringitis;0.54389
detak jantung tak teratur,lemas,penglihatan kabur,sakit kepala belakang,sesak napas;anemia,hipertensi;hipertensi;0.53011
kehilangan nafsu makan,kram perut,mual,muntah,sakit kepala;maag,diare akut;diare akut;0.35225
kehilangan nafsu makan,muntah,nyeri kepala,pusing;anemia,demam tifoid;hepatitis A;0.28902
dipengaruhi oleh siklus menstruasi atau makanan tertentu (kopi,mual,muntah,sensitif terhadap suara;migrain,hepatitis A;migrain;0.47599
buang air besar lebih dari 2 kali sehari,feses encer,kehilangan nafsu makan,mual,muntah;demam tifoid,diare akut;diare akut;0.44726
demam,mual,muntah,sakit kepala;diare akut,tonsilitis/amandel;hepatitis A;0.35232
kembung,mual,muntah,rasa asam di mulut,sakit kepala;maag,diare akut;maag;0.42639
demam turun pada hari keempat tanpa obat,mual,muntah,sakit kepala;demam berdarah dengue,hepatitis A;demam berdarah dengue;0.38257
kelelahan,kulit kekuningan,mual,muntah,nyeri kepala,pusing;penyakit jantung koroner,hepatitis A;hepatitis A;0.4518
lemas,penglihatan kabur,riwayat konsumsi obat antihipertensi,sakit kepala belakang;diabetes melitus,hipertensi;hipertensi;0.57593
demam,kehilangan nafsu makan,kram perut,muntah;konstipasi/sembelit,diare akut;hepatitis A;0.38176
diare,lidah tertutup selaput putih kotor,mual,muntah,pusing;penyakit jantung koroner,demam tifoid;demam tifoid;0.41109
mual,muntah,nyeri kepala,nyeri otot,pusing;penyakit jantung koroner,demam tifoid;demam tifoid;0.32186
lidah tertutup selaput putih kotor,mual,muntah,nyeri otot;maag,demam tifoid;demam tifoid;0.32186
kehilangan nafsu makan,kelelahan,ruam berwarna merah kecoklatan yang diawali dari sekitar telinga,sensitif terhadap cahaya;anemia,campak;campak;0.3321
demam tinggi,kehilangan nafsu makan,mata berair,mata merah;campak,konjungtivitis/mata merah;campak;0.40631
mual,muntah,sakit kepala sebagian kiri atau kanan,sensitif terhadap suara;migrain,hepatitis A;migrain;0.52839
kehilangan nafsu makan,mual,muntah,nyeri otot;migrain,demam tifoid;hepatitis A;0.31994
mual,muntah,nyeri dada kiri luas dan tiba-tiba,riwayat kolesterol tinggi / kencing manis;penyakit jantung koroner,diare akut;penyakit jantung koroner;0.50652
mual,muntah,nyeri otot,nyeri untuk melirik,sakit kepala;demam berdarah dengue,diare akut;demam berdarah dengue;0.40019
buang air besar lebih dari 2 kali sehari,dehidrasi,kehilangan nafsu makan,mual,muntah;demam tifoid,diare akut;diare akut;0.41271
kehilangan nafsu makan,kelelahan,mata merah,ruam berwarna merah kecoklatan yang diawali dari sekitar telinga;anemia,campak;campak;0.40631
kehilangan nafsu makan,mual,muntah,nyeri otot,pusing;demam berdarah dengue,demam tifoid;hepatitis A;0.37434
diare,mual,muntah,nyeri kepala,pusing;penyakit jantung koroner,demam tifoid;demam tifoid;0.37837
demam tinggi di malam hari,mual,muntah,pusing,sembelit;penyakit jantung koroner,demam tifoid;demam tifoid;0.41109
demam,feses encer,kehilangan nafsu makan,kram perut,mual,muntah;hepatitis A,diare akut;diare akut;0.49372
adanya kotoran mata di pagi hari,mata berair,mata gatal,mata merah;campak,konjungtivitis/mata merah;konjungtivitis/mata merah;0.57212
buang air besar lebih dari 2 kali sehari,demam,kehilangan nafsu makan,kram perut;konstipasi/sembelit,diare akut;diare akut;0.41593
bersin-bersin,demam tinggi,kelelahan,sensitif terhadap cahaya;campak,infeksi saluran napas akut;campak;0.38158
dehidrasi,kehilangan nafsu makan,mual,muntah;penyakit jantung koroner,diare akut;hepatitis A;0.31994
mual,muntah,sakit kepala sebagian kiri atau kanan,sensitif terhadap suara;migrain,penyakit jantung koroner;migrain;0.52839
diare,kehilangan nafsu makan,lidah tertutup selaput putih kotor,mual,muntah,nyeri kepala,pusing;hepatitis A,demam tifoid;demam tifoid;0.48858
bercak merah dan tidak gatal pada kulit,demam tinggi,mual,muntah;demam berdarah dengue,hepatitis A;demam berdarah dengue;0.42515
batuk,bersin-bersin,demam,sakit tenggorokan,tubuh terasa sakit;faringitis,infeksi saluran napas akut;faringitis;0.54389
bersin-bersin,hidung tersumbat,mata berair,mata gatal;konjungtivitis/mata merah,rintis alergi;rintis alergi;0.40502
bersin-bersin,demam tinggi,kehilangan nafsu makan,kelelahan;anemia,campak;campak;0.38158
kehilangan nafsu makan,kulit pucat,pusing,sesak napas;anemia,demam tifoid;anemia;0.41174
demam tinggi di malam hari,mual,muntah,pusing;migrain,demam tifoid;demam tifoid;0.32186
bersin-bersin,demam,hidung tersumbat,kelelahan;hepatitis A,infeksi saluran napas akut;infeksi saluran napas akut;0.40481
demam,kelelahan,paru-paru terhambat,tubuh terasa sakit;hepatitis A,infeksi saluran napas akut;infeksi saluran napas akut;0.31337
bercak kecil berwarna putih keabu-abuan di mulut dan tenggorokan,kehilangan nafsu makan,kelelahan,mata berair;anemia,campak;anemia;0.29136
demam tinggi,lemas,mual,muntah;demam berdarah dengue,migrain;demam berdarah dengue;0.38257
bercak merah dan tidak gatal pada kulit,lemas,mual,muntah;demam berdarah dengue,penyakit jantung koroner;demam berdarah dengue;0.35882
demam tinggi di malam hari,lidah tertutup selaput putih kotor,mual,muntah,pusing;penyakit jantung koroner,demam tifoid;demam tifoid;0.41109
kehilangan nafsu makan,lidah tertutup selaput putih kotor,mual,muntah,nyeri kepala,pusing,sembelit;hepatitis A,demam tifoid;demam tifoid;0.48858
batuk,demam,hidung tersumbat,keluar lendir dari hidung,nyeri wajah;rinosinusitis,infeksi saluran napas akut;rinosinusitis;0.56326
demam tinggi,demam turun pada hari keempat tanpa obat,mual,muntah,sakit kepala;maag,demam berdarah dengue;demam berdarah dengue;0.48215
bercak kecil berwarna putih keabu-abuan di mulut dan tenggorokan,kehilangan nafsu makan,mata berair,mata merah;campak,konjungtivitis/mata merah;konjungtivitis/mata merah;0.35371
kelelahan,mual,muntah,nyeri kepala;maag,hepatitis A;hepatitis A;0.31475
demam tinggi,lemas,mual,muntah;demam berdarah dengue,penyakit jantung koroner;demam berdarah dengue;0.38257
demam,kehilangan nafsu makan,mual,muntah;migrain,hepatitis A;hepatitis A;0.45595
bersin-bersin,debu),dipengaruhi oleh makanan / keadaan tertentu (dingin,mata bengkak,mata berair;campak,rintis alergi;rintis alergi;0.38519
bersin-bersin,kehilangan nafsu makan,kelelahan,ruam berwarna merah kecoklatan yang diawali dari sekitar telinga;campak,infeksi saluran napas akut;campak;0.38158
bersin-bersin,demam,hidung berair,hidung tersumbat,sakit tenggorokan;rintis alergi,infeksi saluran napas akut;infeksi saluran napas akut;0.50081
buang air besar lebih dari 2 kali sehari,kehilangan nafsu makan,mual,muntah,sakit kepala;demam tifoid,diare akut;diare akut;0.37816
mual,muntah,nyeri otot,sakit kepala;demam berdarah dengue,penyakit jantung koroner;demam tifoid;0.32186
demam,kehilangan nafsu makan,mual,muntah,sakit kepala;demam berdarah dengue,diare akut;hepatitis A;0.45595
demam turun pada hari keempat tanpa obat,lemas,mual,muntah;demam berdarah dengue,penyakit jantung koroner;demam berdarah dengue;0.38257
demam,kram perut,mual,muntah,sakit kepala;demam berdarah dengue,diare akut;diare akut;0.38824
mual,muntah,sakit kepala sebagian kiri atau kanan,sensitif terhadap cahaya;migrain,diare akut;migrain;0.52839
demam turun pada hari keempat tanpa obat,mual,muntah,nyeri untuk melirik;demam berdarah dengue,migrain;demam berdarah dengue;0.42515
batuk,demam,kesulitan menelan,sakit tenggorokan,suara serak;faringitis,infeksi saluran napas akut;faringitis;0.67421
mual,muntah,sakit kepala sebagian kiri atau kanan,sensitif terhadap cahaya;migrain,hepatitis A;migrain;0.52839
bersin-bersin,hidung berair,mata bengkak,mata berair;campak,rintis alergi;rintis alergi;0.38519
batuk,demam,hidung berair,hidung tersumbat,paru-paru terhambat;rinosinusitis,infeksi saluran napas akut;infeksi saluran napas akut;0.5193
buang air besar lebih dari 2 kali sehari,kehilangan nafsu makan,mual,muntah;penyakit jantung koroner,diare akut;diare akut;0.3321
demam turun pada hari keempat tanpa obat,mual,muntah,sakit kepala;demam berdarah dengue,migrain;demam berdarah dengue;0.38257
mual,muntah,rasa asam di mulut,riwayat makan tidak teratur/makan pedas/asam,sakit kepala;maag,diare akut;maag;0.4358
kehilangan nafsu makan,kelelahan,mual,muntah;migrain,hepatitis A;hepatitis A;0.37434
buang air besar lebih dari 2 kali sehari,demam,mual,sakit kepala;diare akut,tonsilitis/amandel;diare akut;0.36921
mata berair,mata nyeri,penglihatan berkurang,sensitif terhadap cahaya;campak,keratitis akut;keratitis akut;0.56235
demam tinggi di malam hari,mual,muntah,nyeri kepala,pusing;penyakit jantung koroner,demam tifoid;demam tifoid;0.37837
demam tinggi,kehilangan nafsu makan,kelelahan,ruam berwarna merah kecoklatan yang diawali dari sekitar telinga;campak,hepatitis A;campak;0.40631
buang air besar lebih dari 2 kali sehari,feses encer,kehilangan nafsu makan,kram perut;konstipasi/sembelit,diare akut;diare akut;0.45029
kehilangan nafsu makan,lidah tertutup selaput putih kotor,mual,muntah,pusing;demam tifoid,diare akut;hepatitis A;0.37434
demam,kram perut,mual,muntah,sakit kepala;maag,diare akut;diare akut;0.38824
demam tinggi di malam hari,diare,kehilangan nafsu makan,pusing;anemia,demam tifoid;demam tifoid;0.32314
mual,muntah,rasa asam di mulut,sakit kepala;maag,migrain;maag;0.35116
bersin-bersin,hidung berair,hidung tersumbat,paru-paru terhambat,tubuh terasa sakit;rintis alergi,infeksi saluran napas akut;infeksi saluran napas akut;0.44321
diare,nyeri kepala,nyeri otot,sembelit;demam tifoid,irritable bowel syndrome;irritable bowel syndrome;0.40289
