batuk,sakit tenggorokan,demam;batuk,bintik-bintik pada amandel,demam,napas bau,sakit tenggorokan;faringitis,tonsilitis/amandel;faringitis;0.54389
muntah,mual;mual,muntah,nyeri dada kiri luas dan tiba-tiba,pusing;penyakit jantung koroner,diare akut;penyakit jantung koroner;0.41944
kehilangan nafsu makan,pusing;detak jantung tak teratur,kehilangan nafsu makan,kulit pucat,pusing;anemia,demam tifoid;anemia;0.41174
muntah,mual;mual,muntah,nyeri otot,pusing;maag,demam tifoid;maag;0.26885
lemas,penglihatan kabur;lemas,mudah haus,penglihatan kabur,penurunan berat badan;diabetes melitus,hipertensi;diabetes melitus;0.46296
batuk,hidung tersumbat,demam;batuk,demam,hidung tersumbat,paru-paru terhambat,sakit tenggorokan;rinosinusitis,infeksi saluran napas akut;faringitis;0.54389
muntah,mual;mual,muntah,nyeri otot,sakit kepala;demam berdarah dengue,migrain;demam tifoid;0.32186
muntah,sakit kepala,mual;kehilangan nafsu makan,kram perut,mual,muntah,sakit kepala;maag,diare akut;diare akut;0.35225
kelelahan,bersin-bersin;bersin-bersin,demam,kelelahan,paru-paru terhambat;campak,infeksi saluran napas akut;infeksi saluran napas akut;0.36073
mata berair,bersin-bersin;bercak kecil berwarna putih keabu-abuan di mulut dan tenggorokan,bersin-bersin,kelelahan,mata berair;campak,rintis alergi;campak;0.30427
muntah,sakit kepala,mual;bersendawa,mual,mudah merasa kenyang setelah makan makanan berukuran normal,muntah,sakit kepala;maag,demam berdarah dengue;maag;0.4439
muntah,mual;kehilangan nafsu makan,kulit kekuningan,mual,muntah;maag,hepatitis A;hepatitis A;0.45595
kelelahan,demam;demam,kelelahan,kulit kekuningan,pusing;hepatitis A,infeksi saluran napas akut;hepatitis A;0.4583
muntah,kehilangan nafsu makan,mual;kehilangan nafsu makan,mual,muntah,pusing,sembelit;demam tifoid,diare akut;hepatitis A;0.37434
kelelahan,demam;batuk,bersin-bersin,demam,kelelahan;hepatitis A,infeksi saluran napas akut;infeksi saluran napas akut;0.42686
muntah,mual;bercak merah dan tidak gatal pada kulit,mual,muntah,nyeri untuk melirik;demam berdarah dengue,migrain;demam berdarah dengue;0.40304
muntah,sakit kepala,mual;bersendawa,mual,muntah,rasa asam di mulut,sakit kepala;maag,diare akut;maag;0.41699
kehilangan nafsu makan,pusing;kehilangan nafsu makan,lidah tertutup selaput putih kotor,muntah,pusing;anemia,demam tifoid;demam tifoid;0.29237
muntah,sakit kepala,mual;feses encer,kram perut,mual,muntah,sakit kepala;maag,diare akut;diare akut;0.42423
batuk,demam;batuk,demam,sakit kepala,sakit saat menelan;rinosinusitis,tonsilitis/amandel;faringitis;0.40136
muntah,mual;bercak merah dan tidak gatal pada kulit,mual,muntah,sakit kepala;demam berdarah dengue,penyakit jantung koroner;demam berdarah dengue;0.35882
kehilangan nafsu makan,pusing;kehilangan nafsu makan,lidah tertutup selaput putih kotor,mual,pusing;anemia,demam tifoid;hepatitis A;0.31994
muntah,mual;demam tinggi,demam turun pada hari keempat tanpa obat,mual,muntah;demam berdarah dengue,migrain;demam berdarah dengue;0.44644
muntah,nyeri otot,mual;demam tinggi,mual,muntah,nyeri otot,sakit kepala;demam berdarah dengue,demam tifoid;demam berdarah dengue;0.4224
kelelahan,bersin-bersin;batuk,bersin-bersin,hidung berair,kelelahan;campak,infeksi saluran napas akut;infeksi saluran napas akut;0.42686
muntah,mual;dipengaruhi oleh siklus menstruasi atau makanan tertentu (kopi,mual,muntah,sakit kepala sebagian kiri atau kanan;migrain,diare akut;migrain;0.55787
muntah,mual;kembung,mual,mudah merasa kenyang setelah makan makanan berukuran normal,muntah;maag,migrain;maag;0.4192
mata berair,mata gatal;hidung berair,hidung gatal,mata berair,mata gatal;konjungtivitis/mata merah,rintis alergi;konjungtivitis/mata merah;0.35371
muntah,kehilangan nafsu makan,mual;kehilangan nafsu makan,mual,muntah,nyeri otot,pusing;demam tifoid,diare akut;hepatitis A;0.37434
kram perut,sakit perut,kembung;jarang buang air besar dari intensitas biasanya,kembung,kram perut,sakit perut,tinja keras;konstipasi/sembelit,irritable bowel syndrome;konstipasi/sembelit;0.53412
kram perut,kehilangan nafsu makan;feses encer,kehilangan nafsu makan,kram perut,sakit kepala;konstipasi/sembelit,diare akut;diare akut;0.38158
batuk,demam;batuk,demam,napas bau,sakit kepala;rinosinusitis,tonsilitis/amandel;faringitis;0.40136
muntah,mual;kembung,mual,muntah,rasa asam di mulut;maag,migrain;maag;0.39109
mata berair,bersin-bersin;bersin-bersin,debu),dipengaruhi oleh makanan / keadaan tertentu (dingin,hidung gatal,mata berair;campak,rintis alergi;rintis alergi;0.49517
muntah,mual;mual,muntah,pusing,sesak napas;maag,penyakit jantung koroner;penyakit jantung koroner;0.38529
muntah,nyeri otot,mual;bercak merah dan tidak gatal pada kulit,demam tinggi,mual,muntah,nyeri otot;demam berdarah dengue,demam tifoid;demam berdarah dengue;0.46224
kelelahan,bersin-bersin;bersin-bersin,demam,hidung tersumbat,kelelahan;campak,infeksi saluran napas akut;infeksi saluran napas akut;0.40481
muntah,mual;demam,kehilangan nafsu makan,mual,muntah;migrain,hepatitis A;hepatitis A;0.45595
muntah,mual;bersendawa,mual,muntah,riwayat makan tidak teratur/makan pedas/asam;maag,hepatitis A;maag;0.42872
muntah,sakit kepala,mual;demam tinggi,lemas,mual,muntah,sakit kepala;maag,demam berdarah dengue;demam berdarah dengue;0.4224
muntah,mual;dehidrasi,kram perut,mual,muntah;penyakit jantung koroner,diare akut;diare akut;0.34292
muntah,mual;demam tinggi,mual,muntah,sakit kepala;demam berdarah dengue,penyakit jantung koroner;demam berdarah dengue;0.38257
batuk,hidung tersumbat,demam;batuk,demam,hidung tersumbat,keluar lendir dari hidung,nyeri wajah;rinosinusitis,infeksi saluran napas akut;rinosinusitis;0.56326
muntah,mual;lemas,mual,muntah,sakit kepala;demam berdarah dengue,hepatitis A;demam berdarah dengue;0.31132
mata berair,sensitif terhadap cahaya;kehilangan nafsu makan,mata berair,mata merah,sensitif terhadap cahaya;campak,keratitis akut;keratitis akut;0.38752
muntah,kehilangan nafsu makan,mual;kehilangan nafsu makan,lidah tertutup selaput putih kotor,mual,muntah,pusing;demam tifoid,diare akut;hepatitis A;0.37434
muntah,mual;lidah tertutup selaput putih kotor,mual,muntah,nyeri otot;maag,demam tifoid;demam tifoid;0.32186
muntah,mual,pusing;demam tinggi di malam hari,mual,muntah,pusing,sembelit;penyakit jantung koroner,demam tifoid;demam tifoid;0.41109
muntah,mual;lidah tertutup selaput putih kotor,mual,muntah,nyeri otot;migrain,demam tifoid;demam tifoid;0.32186
muntah,mual;dehidrasi,kehilangan nafsu makan,mual,muntah;penyakit jantung koroner,diare akut;hepatitis A;0.31994
muntah,mual;kehilangan nafsu makan,mual,muntah,pusing;migrain,hepatitis A;hepatitis A;0.37434
nyeri kepala,demam;demam,mual,nyeri kepala,pusing;varisela / cacar air,hepatitis A;hepatitis A;0.35232
batuk,hidung tersumbat,demam;batuk,bersin-bersin,demam,hidung tersumbat,paru-paru terhambat;rinosinusitis,infeksi saluran napas akut;infeksi saluran napas akut;0.50081
demam,nyeri bagian telinga,gangguan pendengaran;demam,gangguan pendengaran,nyeri bagian telinga,rasa penuh di bagian dalam telinga,riwayat hidung berair sebelumnya;otitis media efusi,otitis media supuratif kronik;otitis media efusi;0.59092
muntah,mual;kelelahan,mual,muntah,nyeri dada kiri luas dan tiba-tiba;penyakit jantung koroner,diare akut;penyakit jantung koroner;0.41944
muntah,nyeri otot,mual;diare,lidah tertutup selaput putih kotor,mual,muntah,nyeri otot;demam berdarah dengue,demam tifoid;demam tifoid;0.41109
muntah,mual;kembung,mual,muntah,perih di ulu hati;maag,penyakit jantung koroner;maag;0.4473
muntah,nyeri otot,mual;demam turun pada hari keempat tanpa obat,mual,muntah,nyeri otot,sakit kepala;demam berdarah dengue,demam tifoid;demam berdarah dengue;0.4224
hidung tersumbat,hidung berair,bersin-bersin;bersin-bersin,debu),dipengaruhi oleh makanan / keadaan tertentu (dingin,hidung berair,hidung tersumbat,mata gatal;rintis alergi,infeksi saluran napas akut;rintis alergi;0.49517
kram perut,kehilangan nafsu makan;demam,kehilangan nafsu makan,kram perut,mual;konstipasi/sembelit,diare akut;hepatitis A;0.40864
muntah,mual;mual,mudah merasa kenyang setelah makan makanan berukuran normal,muntah,rasa asam di mulut;maag,penyakit jantung koroner;maag;0.46184
muntah,mual;diare,mual,muntah,sembelit;migrain,demam tifoid;irritable bowel syndrome;0.40289
muntah,mual;buang air besar lebih dari 2 kali sehari,kehilangan nafsu makan,mual,muntah;migrain,diare akut;diare akut;0.3321
sembelit,diare;diare,muntah,nyeri kepala,sembelit;demam tifoid,irritable bowel syndrome;demam tifoid;0.4054
kelelahan,kehilangan nafsu makan;bercak kecil berwarna putih keabu-abuan di mulut dan tenggorokan,kehilangan nafsu makan,kelelahan,mata merah;campak,hepatitis A;campak;0.3321
mata berair,mata merah;bercak kecil berwarna putih keabu-abuan di mulut dan tenggorokan,kehilangan nafsu makan,mata berair,mata merah;campak,konjungtivitis/mata merah;konjungtivitis/mata merah;0.35371
lemas,penglihatan kabur;lemas,penglihatan kabur,riwayat konsumsi obat antihipertensi,sakit kepala belakang;diabetes melitus,hipertensi;hipertensi;0.57593
nyeri kepala,demam;demam,kulit kekuningan,muntah,nyeri kepala;varisela / cacar air,hepatitis A;hepatitis A;0.4583
muntah,kehilangan nafsu makan,mual;kehilangan nafsu makan,mual,muntah,nyeri kepala,pusing;demam tifoid,diare akut;hepatitis A;0.37434
muntah,mual,pusing;kelelahan,mual,muntah,pusing,riwayat kolesterol tinggi / kencing manis;penyakit jantung koroner,demam tifoid;penyakit jantung koroner;0.47222
muntah,mual;mual,mudah merasa kenyang setelah makan makanan berukuran normal,muntah,perih di ulu hati;maag,demam tifoid;maag;0.43824
batuk,hidung tersumbat,demam;batuk,bersin-bersin,demam,hidung tersumbat,kelelahan;rinosinusitis,infeksi saluran napas akut;infeksi saluran napas akut;0.50081
muntah,sakit kepala,mual;buang air besar lebih dari 2 kali sehari,kram perut,mual,muntah,sakit kepala;maag,diare akut;diare akut;0.42423
kelelahan,kehilangan nafsu makan;bersin-bersin,kehilangan nafsu makan,kelelahan,mata merah;anemia,campak;campak;0.38158
nyeri kepala,demam;demam,kulit kekuningan,mual,nyeri kepala;varisela / cacar air,hepatitis A;hepatitis A;0.48186
mata berair,mata gatal;bersin-bersin,hidung gatal,mata berair,mata gatal;konjungtivitis/mata merah,rintis alergi;rintis alergi;0.40502
muntah,mual;kehilangan nafsu makan,kram perut,mual,muntah;migrain,diare akut;hepatitis A;0.31994
muntah,sakit kepala,mual;demam,feses encer,mual,muntah,sakit kepala;maag,diare akut;diare akut;0.41271
kelelahan,kehilangan nafsu makan;bercak kecil berwarna putih keabu-abuan di mulut dan tenggorokan,bersin-bersin,kehilangan nafsu makan,kelelahan;anemia,campak;campak;0.30427
batuk,demam;batuk,demam,hidung tersumbat,tercium bau tidak sedap jika menunduk;rinosinusitis,tonsilitis/amandel;rinosinusitis;0.45029
muntah,sakit kepala,mual;mual,mudah merasa kenyang setelah makan makanan berukuran normal,muntah,riwayat makan tidak teratur/makan pedas/asam,sakit kepala;maag,demam berdarah dengue;maag;0.46184
muntah,mual;mual,muntah,perih di ulu hati,rasa asam di mulut;maag,migrain;maag;0.41106
kelelahan,demam;demam,hidung berair,kelelahan,tubuh terasa sakit;hepatitis A,infeksi saluran napas akut;infeksi saluran napas akut;0.3844
muntah,mual;demam,mual,muntah,sakit kepala;migrain,diare akut;hepatitis A;0.35232
muntah,sakit kepala,mual;kembung,mual,muntah,riwayat makan tidak teratur/makan pedas/asam,sakit kepala;maag,demam berdarah dengue;maag;0.47052
batuk,demam;batuk,demam,keluar lendir dari hidung,tidak bisa atau kurang bisa mencium bau;rinosinusitis,tonsilitis/amandel;rinosinusitis;0.4283
kelelahan,kehilangan nafsu makan;bercak kecil berwarna putih keabu-abuan di mulut dan tenggorokan,demam tinggi,kehilangan nafsu makan,kelelahan;anemia,campak;campak;0.3321
nyeri kepala,muntah,kehilangan nafsu makan,mual,pusing;demam tinggi di malam hari,kehilangan nafsu makan,mual,muntah,nyeri kepala,pusing,sembelit;hepatitis A,demam tifoid;demam tifoid;0.48858
muntah,mual;bersendawa,mual,muntah,perih di ulu hati;maag,hepatitis A;maag;0.43824
muntah,mual;bersendawa,mual,muntah,perih di ulu hati;maag,migrain;maag;0.43824
kelelahan,kehilangan nafsu makan;kehilangan nafsu makan,kelelahan,mata berair,sensitif terhadap cahaya;anemia,campak;keratitis akut;0.38752
muntah,mual;feses encer,kram perut,mual,muntah;migrain,diare akut;diare akut;0.38158
muntah,mual;lidah tertutup selaput putih kotor,mual,muntah,sembelit;maag,demam tifoid;demam tifoid;0.37837
muntah,mual;buang air besar lebih dari 2 kali sehari,demam,mual,muntah;migrain,diare akut;diare akut;0.36921
mata berair,mata gatal;adanya kotoran mata di pagi hari,mata berair,mata gatal,riwayat kontak positif konjungtivitis;konjungtivitis/mata merah,rintis alergi;konjungtivitis/mata merah;0.55125
mata berair,mata gatal;bersin-bersin,mata bengkak,mata berair,mata gatal;konjungtivitis/mata merah,rintis alergi;konjungtivitis/mata merah;0.35371
mata berair,mata gatal;debu),dipengaruhi oleh makanan / keadaan tertentu (dingin,mata bengkak,mata berair,mata gatal;konjungtivitis/mata merah,rintis alergi;konjungtivitis/mata merah;0.35371
kelelahan,bersin-bersin;bersin-bersin,kelelahan,mata merah,sensitif terhadap cahaya;campak,infeksi saluran napas akut;campak;0.38158
muntah,mual;mual,muntah,pusing,riwayat kolesterol tinggi / kencing manis;migrain,penyakit jantung koroner;penyakit jantung koroner;0.41944
hidung tersumbat,hidung berair,bersin-bersin;bersin-bersin,hidung berair,hidung tersumbat,mata berair,mata gatal;rintis alergi,infeksi saluran napas akut;rintis alergi;0.40502
muntah,mual;diare,mual,muntah,nyeri kepala;maag,demam tifoid;demam tifoid;0.37837
muntah,sakit kepala,mual;mual,muntah,nyeri otot,nyeri untuk melirik,sakit kepala;demam berdarah dengue,diare akut;demam berdarah dengue;0.40019
kram perut,kehilangan nafsu makan;kehilangan nafsu makan,kram perut,sakit perut,tinja keras;konstipasi/sembelit,diare akut;konstipasi/sembelit;0.39411
kelelahan,demam;demam,kelelahan,kulit kekuningan,nyeri kepala;hepatitis A,infeksi saluran napas akut;hepatitis A;0.4583
muntah,demam,kehilangan nafsu makan,mual;demam,kehilangan nafsu makan,kelelahan,mual,muntah,pusing;hepatitis A,diare akut;hepatitis A;0.53952
muntah,sakit kepala,mual;mual,mudah merasa kenyang setelah makan makanan berukuran normal,muntah,perih di ulu hati,sakit kepala;maag,diare akut;maag;0.47081
kelelahan,kehilangan nafsu makan;detak jantung tak teratur,kehilangan nafsu makan,kelelahan,sesak napas;anemia,campak;anemia;0.41174
muntah,nyeri otot,mual;mual,muntah,nyeri kepala,nyeri otot,sembelit;demam berdarah dengue,demam tifoid;demam tifoid;0.41109
mata berair,sensitif terhadap cahaya;mata berair,penglihatan berkurang,riwayat kelilipan / trauma pada mata (ketusuk),sensitif terhadap cahaya;campak,keratitis akut;keratitis akut;0.53804
muntah,mual;kelelahan,mual,muntah,riwayat kolesterol tinggi / kencing manis;migrain,penyakit jantung koroner;penyakit jantung koroner;0.41944
muntah,mual,pusing;diare,mual,muntah,nyeri kepala,pusing;penyakit jantung koroner,demam tifoid;demam tifoid;0.37837
muntah,mual;mual,muntah,pusing,sembelit;maag,demam tifoid;demam tifoid;0.32186
kelelahan,bersin-bersin;bersin-bersin,demam tinggi,kelelahan,mata berair;campak,infeksi saluran napas akut;campak;0.38158
nyeri kepala,demam;demam,kelelahan,mual,nyeri kepala;varisela / cacar air,hepatitis A;hepatitis A;0.40413
sembelit,diare;diare,nyeri kepala,nyeri otot,sembelit;demam tifoid,irritable bowel syndrome;irritable bowel syndrome;0.40289
muntah,mual;kembung,mual,mudah merasa kenyang setelah makan makanan berukuran normal,muntah;maag,penyakit jantung koroner;maag;0.4192
muntah,mual;mual,muntah,nyeri kepala,pusing;migrain,demam tifoid;maag;0.31124
muntah,mual;kehilangan nafsu makan,kelelahan,mual,muntah;migrain,hepatitis A;hepatitis A;0.37434
muntah,mual;feses encer,kehilangan nafsu makan,mual,muntah;penyakit jantung koroner,diare akut;diare akut;0.3321
kehilangan nafsu makan,pusing;kehilangan nafsu makan,kulit pucat,lemas,pusing;anemia,demam tifoid;anemia;0.48348
kehilangan nafsu makan,pusing;diare,kehilangan nafsu makan,mual,pusing;anemia,demam tifoid;hepatitis A;0.31994
muntah,mual;mual,muntah,nyeri dada kiri luas dan tiba-tiba,sesak napas;demam berdarah dengue,penyakit jantung koroner;penyakit jantung koroner;0.47749
muntah,sakit kepala,mual;buang air besar lebih dari 2 kali sehari,kehilangan nafsu makan,mual,muntah,sakit kepala;demam berdarah dengue,diare akut;diare akut;0.37816
muntah,sakit kepala,mual;dehidrasi,feses encer,mual,muntah,sakit kepala;demam berdarah dengue,diare akut;diare akut;0.41271
muntah,sakit kepala,mual;mual,mudah merasa kenyang setelah makan makanan berukuran normal,muntah,riwayat makan tidak teratur/makan pedas/asam,sakit kepala;maag,diare akut;maag;0.46184
mata berair,sensitif terhadap cahaya;iritasi pada mata,mata berair,riwayat kelilipan / trauma pada mata (ketusuk),sensitif terhadap cahaya;campak,keratitis akut;keratitis akut;0.53804
muntah,mual;dipengaruhi oleh siklus menstruasi atau makanan tertentu (kopi,mual,muntah,sensitif terhadap suara;migrain,diare akut;migrain;0.47599
muntah,mual;mual,muntah,nyeri otot,sakit kepala;demam berdarah dengue,penyakit jantung koroner;demam tifoid;0.32186
muntah,mual;bersendawa,mual,muntah,riwayat makan tidak teratur/makan pedas/asam;maag,migrain;maag;0.42872
mata berair,bersin-bersin;bersin-bersin,hidung berair,hidung gatal,mata berair;campak,rintis alergi;rintis alergi;0.40502
mata berair,bersin-bersin;bersin-bersin,hidung gatal,hidung tersumbat,mata berair;campak,rintis alergi;rintis alergi;0.40502
muntah,mual;kelelahan,mual,muntah,nyeri dada kiri luas dan tiba-tiba;maag,penyakit jantung koroner;penyakit jantung koroner;0.41944
muntah,mual;mual,muntah,rasa asam di mulut,sakit kepala;maag,hepatitis A;maag;0.35116
lemas,penglihatan kabur;kencing lebih sering pada malam hari,kesemutan,lemas,penglihatan kabur;diabetes melitus,hipertensi;diabetes melitus;0.39291
hidung tersumbat,hidung berair,bersin-bersin;bersin-bersin,demam,hidung berair,hidung tersumbat,tubuh terasa sakit;rintis alergi,infeksi saluran napas akut;infeksi saluran napas akut;0.50081
batuk,demam;batuk,demam,hidung tersumbat,keluar lendir dari hidung;rinosinusitis,faringitis;rinosinusitis;0.47228
muntah,mual;mual,muntah,nyeri kepala,pusing;maag,hepatitis A;maag;0.31124
muntah,mual;bersendawa,mual,muntah,sakit kepala;maag,hepatitis A;maag;0.38111
muntah,mual;dipengaruhi oleh siklus menstruasi atau makanan tertentu (kopi,mual,muntah,sakit kepala sebagian kiri atau kanan;migrain,hepatitis A;migrain;0.55787
mata berair,sensitif terhadap cahaya;iritasi pada mata,mata berair,penglihatan berkurang,sensitif terhadap cahaya;campak,keratitis akut;keratitis akut;0.48941
kelelahan,demam;demam,hidung tersumbat,kelelahan,sakit tenggorokan;hepatitis A,infeksi saluran napas akut;faringitis;0.4195
muntah,mual;demam tinggi di malam hari,kehilangan nafsu makan,mual,muntah;maag,demam tifoid;demam tifoid;0.32186
muntah,mual;bercak merah dan tidak gatal pada kulit,mual,muntah,nyeri untuk melirik;demam berdarah dengue,penyakit jantung koroner;demam berdarah dengue;0.40304
nyeri kepala,muntah,kehilangan nafsu makan,mual,pusing;kehilangan nafsu makan,lidah tertutup selaput putih kotor,mual,muntah,nyeri kepala,nyeri otot,pusing;hepatitis A,demam tifoid;demam tifoid;0.44208
muntah,sakit kepala,mual;feses encer,kram perut,mual,muntah,sakit kepala;demam berdarah dengue,diare akut;diare akut;0.42423
muntah,kehilangan nafsu makan,mual;demam tinggi di malam hari,kehilangan nafsu makan,lidah tertutup selaput putih kotor,mual,muntah;demam tifoid,diare akut;demam tifoid;0.41109
muntah,sakit kepala,mual;mual,muntah,perih di ulu hati,riwayat makan tidak teratur/makan pedas/asam,sakit kepala;maag,demam berdarah dengue;maag;0.48788
muntah,mual,pusing;demam tinggi di malam hari,mual,muntah,nyeri otot,pusing;penyakit jantung koroner,demam tifoid;demam tifoid;0.35755
muntah,mual;kehilangan nafsu makan,kulit kekuningan,mual,muntah;demam berdarah dengue,hepatitis A;hepatitis A;0.45595
muntah,sakit kepala,mual;buang air besar lebih dari 2 kali sehari,kram perut,mual,muntah,sakit kepala;demam berdarah dengue,diare akut;diare akut;0.42423
muntah,mual;bercak merah dan tidak gatal pada kulit,mual,muntah,nyeri untuk melirik;demam berdarah dengue,hepatitis A;demam berdarah dengue;0.40304
muntah,mual;mual,muntah,sensitif terhadap cahaya,sensitif terhadap suara;maag,migrain;migrain;0.44106
nyeri kepala,muntah,kehilangan nafsu makan,mual,pusing;kehilangan nafsu makan,mual,muntah,nyeri kepala,nyeri otot,pusing,sembelit;hepatitis A,demam tifoid;demam tifoid;0.44208
kelelahan,bersin-bersin;bersin-bersin,kelelahan,paru-paru terhambat,sakit tenggorokan;campak,infeksi saluran napas akut;infeksi saluran napas akut;0.28696
kelelahan,kehilangan nafsu makan;kehilangan nafsu makan,kelelahan,pusing,sesak napas;anemia,campak;anemia;0.41174
batuk,demam;batuk,demam,pembengkakan kelenjar getah bening di leher,sakit kepala;rinosinusitis,tonsilitis/amandel;faringitis;0.40136
muntah,mual;lemas,mual,muntah,sakit kepala;demam berdarah dengue,migrain;demam berdarah dengue;0.31132
kehilangan nafsu makan,pusing;kehilangan nafsu makan,kelelahan,pusing,sesak napas;anemia,demam tifoid;anemia;0.41174
muntah,mual;bercak merah dan tidak gatal pada kulit,mual,muntah,nyeri otot;demam berdarah dengue,penyakit jantung koroner;demam berdarah dengue;0.35882
kelelahan,kehilangan nafsu makan;kehilangan nafsu makan,kelelahan,muntah,nyeri kepala;campak,hepatitis A;hepatitis A;0.3459
muntah,mual;demam turun pada hari keempat tanpa obat,mual,muntah,nyeri otot;demam berdarah dengue,penyakit jantung koroner;demam berdarah dengue;0.38257
muntah,mual;mual,muntah,nyeri untuk melirik,sakit kepala;demam berdarah dengue,hepatitis A;demam berdarah dengue;0.35882
muntah,mual;kembung,mual,mudah merasa kenyang setelah makan makanan berukuran normal,muntah;maag,hepatitis A;maag;0.4192
nyeri kepala,demam;demam,kelelahan,kulit kekuningan,nyeri kepala;varisela / cacar air,hepatitis A;hepatitis A;0.4583
kehilangan nafsu makan,pusing;kehilangan nafsu makan,nyeri kepala,pusing,sembelit;anemia,demam tifoid;demam tifoid;0.28554
muntah,mual;dipengaruhi oleh siklus menstruasi atau makanan tertentu (kopi,mual,muntah,sakit kepala sebagian kiri atau kanan;migrain,demam tifoid;migrain;0.55787
muntah,mual;bercak merah dan tidak gatal pada kulit,demam turun pada hari keempat tanpa obat,mual,muntah;demam berdarah dengue,migrain;demam berdarah dengue;0.42515
muntah,mual,pusing;lidah tertutup selaput putih kotor,mual,muntah,nyeri otot,pusing;penyakit jantung koroner,demam tifoid;demam tifoid;0.35755
batuk,hidung tersumbat,demam;batuk,bersin-bersin,demam,hidung tersumbat,sakit tenggorokan;rinosinusitis,infeksi saluran napas akut;faringitis;0.54389
batuk,demam;batuk,demam,nyeri wajah,tercium bau tidak sedap jika menunduk;rinosinusitis,tonsilitis/amandel;rinosinusitis;0.45029
muntah,mual;demam,mual,muntah,pusing;migrain,hepatitis A;hepatitis A;0.40413
muntah,nyeri otot,mual;demam tinggi,lemas,mual,muntah,nyeri otot;demam berdarah dengue,demam tifoid;demam berdarah dengue;0.4224
muntah,mual;mual,muntah,sensitif terhadap cahaya,sensitif terhadap suara;migrain,penyakit jantung koroner;migrain;0.44106
muntah,mual;buang air besar lebih dari 2 kali sehari,mual,muntah,sakit kepala;penyakit jantung koroner,diare akut;diare akut;0.3321
kram perut,kehilangan nafsu makan;kehilangan nafsu makan,kram perut,mengeden saat buang air besar,tinja keras;konstipasi/sembelit,diare akut;konstipasi/sembelit;0.45322
kelelahan,muntah,mual,pusing;kelelahan,mual,muntah,nyeri dada kiri luas dan tiba-tiba,pusing,riwayat kolesterol tinggi / kencing manis;penyakit jantung koroner,hepatitis A;penyakit jantung koroner;0.59217
muntah,mual;mual,muntah,pusing,sesak napas;penyakit jantung koroner,diare akut;penyakit jantung koroner;0.38529
muntah,mual;kehilangan nafsu makan,kulit kekuningan,mual,muntah;migrain,hepatitis A;hepatitis A;0.45595
kelelahan,bersin-bersin;bersin-bersin,kehilangan nafsu makan,kelelahan,mata berair;campak,infeksi saluran napas akut;campak;0.30427
muntah,mual;mual,muntah,sakit kepala sebagian kiri atau kanan,sensitif terhadap cahaya;migrain,demam tifoid;migrain;0.52839
mata berair,mata merah;kelopak mata sering menempel pada pagi hari,mata berair,mata merah,riwayat kontak positif konjungtivitis;campak,konjungtivitis/mata merah;konjungtivitis/mata merah;0.49783
muntah,sakit kepala,mual;mual,mudah merasa kenyang setelah makan makanan berukuran normal,muntah,rasa asam di mulut,sakit kepala;maag,demam berdarah dengue;maag;0.49303
muntah,demam,kehilangan nafsu makan,mual;buang air besar lebih dari 2 kali sehari,dehidrasi,demam,kehilangan nafsu makan,mual,muntah;hepatitis A,diare akut;diare akut;0.48359
muntah,mual;kelelahan,mual,muntah,sesak napas;demam berdarah dengue,penyakit jantung koroner;penyakit jantung koroner;0.38529
muntah,mual;dehidrasi,demam,mual,muntah;penyakit jantung koroner,diare akut;hepatitis A;0.35232
muntah,kehilangan nafsu makan,mual;diare,kehilangan nafsu makan,mual,muntah,sembelit;demam tifoid,diare akut;demam tifoid;0.41109
kelelahan,bersin-bersin;batuk,bersin-bersin,kelelahan,sakit tenggorokan;campak,infeksi saluran napas akut;faringitis;0.40136
mata berair,sensitif terhadap cahaya;demam tinggi,mata berair,mata merah,sensitif terhadap cahaya;campak,keratitis akut;campak;0.40631
muntah,mual;kembung,mual,muntah,riwayat makan tidak teratur/makan pedas/asam;maag,demam tifoid;maag;0.43793
muntah,sakit kepala,mual;bercak merah dan tidak gatal pada kulit,mual,muntah,nyeri untuk melirik,sakit kepala;maag,demam berdarah dengue;demam berdarah dengue;0.44155
nyeri kepala,muntah,kehilangan nafsu makan,mual,pusing;demam,kehilangan nafsu makan,kulit kekuningan,mual,muntah,nyeri kepala,pusing;hepatitis A,demam tifoid;hepatitis A;0.59958
muntah,mual;kram perut,mual,muntah,sakit kepala;penyakit jantung koroner,diare akut;maag;0.31124
muntah,mual;demam,kelelahan,mual,muntah;demam berdarah dengue,hepatitis A;hepatitis A;0.40413
kehilangan nafsu makan,pusing;kehilangan nafsu makan,mual,nyeri otot,pusing;anemia,demam tifoid;hepatitis A;0.31994
mata berair,mata gatal;hidung berair,mata bengkak,mata berair,mata gatal;konjungtivitis/mata merah,rintis alergi;konjungtivitis/mata merah;0.35371
kram perut,kehilangan nafsu makan;dehidrasi,demam,kehilangan nafsu makan,kram perut;konstipasi/sembelit,diare akut;diare akut;0.37943
muntah,demam,kehilangan nafsu makan,mual;dehidrasi,demam,kehilangan nafsu makan,mual,muntah,sakit kepala;hepatitis A,diare akut;hepatitis A;0.45595
batuk,demam;batuk,demam,napas bau,pembengkakan kelenjar getah bening di leher;rinosinusitis,tonsilitis/amandel;tonsilitis/amandel;0.42583
kelelahan,kehilangan nafsu makan;bersin-bersin,kehilangan nafsu makan,kelelahan,sensitif terhadap cahaya;anemia,campak;campak;0.30427
nyeri kepala,demam;demam,kulit gatal,lemas,nyeri kepala;varisela / cacar air,hepatitis A;varisela / cacar air;0.52545
